Immoweb code,Price_1,Price_2,country,region,province,district,locality,postalCode,street,number,box,propertyName,floor,latitude,longitude,Available as of,Available date,Neighbourhood or locality,Construction year,Floor,Number of floors,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Toilets,Basement,Furnished,Terrace surface,Elevator,Accessible for disabled people,TV cable,Visio phone,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Thermic solar panels,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Street frontage width,Covered parking spaces,Basement surface,Monthly charges, 212,null,50.85,4.42,Virtual visit,Dining room,Shower rooms,Intercom,Agent's name,Bedroom 3 surface,Armored door,Property name,Laundry room,Terrace orientation,Caretaker,Common water heater,Living room,Total ground floor buildable,Terrace,Attic,Bedroom 4 surface,Office surface,Office,Secure access / alarm,Dressing room,Surface of the plot,Connection to sewer network,"Gas, water & electricity",Heat pump,Garden,Garden orientation,Conformity certification for fuel tanks, 40,50.83,4.45,Garden surface,Width of the lot on the street, 1,50.52,5.24,E-level (overall energy performance),Professional space,Air conditioning,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Type of building,Obligation to build,How many fireplaces?,Number of annexes, 95,4.41,Professional space surface,Attic surface, 202,50.9,3.4, 131,51.35,3.28, 9a,50.84,4.46,Extra information, 8,51.23,4.4, 120,4.47, 72 \\/ 0002,51.22,3.22,Venue of the sale,Single session,Terms of visit,Starting price,Isolated, 37, 5,50.61,3.39,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant, 303,50.68,4.19,Bedroom 5 surface,Land is facing street,Wooded land,Plot at rear,Flat land,Current monthly revenue, 30,51.21,4.25,,50.72,4.51
10094760,Make,"€499,000",Belgium,null,Walloon Brabant,Nivelles,Rixensart,1330,Avenue Fond Jean Rosy 17A,null,null,null,null,50.71,4.51,After signing the deed,,Brabant Wallon,1977,,,To renovate,4,6,Countryside,180m²square meters,45m²square meters,Semi equipped,12m²square meters,5,18m²square meters,10m²square meters,2,2,,No,48m²square meters,No,No,Yes,,No,544kWh/m²kilowatt hour per square meters,G,20220331011121,134 kg CO₂/m²,102770 kWh/year,"Yes, conform",Fuel oil,,Yes,Yes,Yes,No,No,,"Living area (residential, urban or rural)","Make an offer starting from€ 475,000Make an offer starting from475000 €",,No,Avenue Fond Jean Rosy 17A1330- Rixensart,http://www.weinvest.be,4844993,22 m,2,20m²square meters,,,,,,Link to the virtual visit,,2,,,9m²square meters,,,,,,,,135m²square meters,,,9m²square meters,10m²square meters,Yes,,,1883m²square meters,Connected,No,,,,,,,,1748m²square meters,41 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8m²square meters,,,,,,,,,,,
10160090,"€545,000",545000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Li\\u00e8ge,4000,Rue Bonne Fortune 9,null,null,null,null,50.64,5.57,After signing the deed,October 10 2022 - 12:00 AM,,1900,,,To renovate,4,5,"Living area (residential, urban or rural)",282m²square meters,,Not installed,20m²square meters,8,20m²square meters,18m²square meters,1,2,Yes,No,,No,No,,,No,532kWh/m²kilowatt hour per square meters,G,20220415007967,131 kg CO₂/m²,150262 kWh/year,,Fuel oil,,,,,,,,,"€ 545,000545000 €","€ 1,0511051 €",No,Rue Bonne Fortune 94000- Liège,https://www.engelvoelkers.com/fr-be/liege/,4969097,,1,,,,,,,,Yes,,,,16m²square meters,,,,,,,Yes,,Yes,Yes,15m²square meters,,Yes,Yes,,2200m²square meters,Connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15m²square meters,,,,,,,,,,,
10160097,"€650,000",650000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Kraainem,1950,Avenue Baron Albert d'Huart 130,null,null,null,null,50.84,4.47,After signing the deed,,1 - Bruxelles Est,1918,,,To be done up,2,,Urban,160m²square meters,,USA installed,,3,18m²square meters,12m²square meters,1,1,,,,,,,,,273kWh/m²kilowatt hour per square meters,E,Not specified,54 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,,,"€ 650,000650000 €","€ 1,2021202 €",No,Avenue Baron Albert d'Huart 1301950- Kraainem,http://www.latouretpetit.be,4970475,,,,,,,,,Link to the virtual visit,,1,,,40m²square meters,,,,,,,Yes,,Yes,,,,,,,104m²square meters,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160112,"€735,000",735000€,Belgium,null,Brussels,Brussels,Woluwe-St-Lambert,1200,Avenue des Cerisiers,,,,,,,January 1 2023 - 12:00 AM,Les Woluwes,1964,As new,,,5.5 m,1,Isolated,Link to the virtual visit,26m²square meters,Yes,12m²square meters,3,14m²square meters,13m²square meters,27m²square meters,1,16m²square meters,Yes,188m²square meters,No,No,Yes,,,227kWh/m²kilowatt hour per square meters,E,20220524-0000613427-01-3,45 kg CO₂/m²,Not specified,Gas,,"€ 735,000735000 €",,,,,,,,,No,,"Avenue des Cerisiers, 2121200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4970772,,2,1,,,number,latitude,longitude,To be defined,190m²square meters,USA hyper equipped,3,No,,2,,,,,,,,,,No,,Yes,Yes,,,Connected,Yes,47m²square meters,,,,,,,,30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147032,Make,159000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Oupeye,4680,Rue de la Wallonie 2A,null,null,null,null,50.71,5.62,After signing the deed,November 12 2022 - 12:00 AM,,1899,,,Good,2,,Isolated,122m²square meters,14m²square meters,Semi equipped,13m²square meters,2,17m²square meters,13m²square meters,1,1,Yes,No,20m²square meters,No,No,Yes,,No,448kWh/m²kilowatt hour per square meters,F,20220824006893,111 kg CO₂/m²,111 kWh/year,,Fuel oil,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 159,000Make an offer starting from159000 €",€ 441441 €,No,Rue de la Wallonie 2A4680- Oupeye,http://www.nigel-immo.be,4862172,5 m,,,,,,,,Link to the virtual visit,Yes,1,,,,,,,,,,,97m²square meters,,Yes,,32m²square meters,Yes,,,335m²square meters,Connected,No,,,,,,,,171m²square meters,5 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162186,"€455,500",455500€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,,2,As new,3,1,"Living area (residential, urban or rural)",140m²square meters,,Hyper equipped,,3,,,1,,,No,20m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 455,500455500 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162185,"€405,000",405000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,1,2,As new,3,1,"Living area (residential, urban or rural)",114m²square meters,,Hyper equipped,,2,,,1,,,No,20m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 405,000405000 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162184,"€405,000",405000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,1,2,As new,3,1,Urban,114m²square meters,,Hyper equipped,,2,,,1,,,No,20m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 405,000405000 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162183,"€556,900",556900€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,2,2,As new,3,1,"Living area (residential, urban or rural)",102m²square meters,,Hyper equipped,,2,,,1,,,No,29m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 556,900556900 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162182,"€556,900",556900€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,2,2,As new,3,1,Isolated,102m²square meters,,Hyper equipped,,2,,,1,,,No,29m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 556,900556900 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162176,"€299,000",299000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Li\\u00e8ge,4000,Rue du Vieux-Mayeur 51,null,null,null,null,50.62,5.57,To be defined,,,,,,Good,,1,,144m²square meters,115m²square meters,Semi equipped,12m²square meters,1,11m²square meters,,,1,Yes,No,19m²square meters,,,,,,158kWh/m²kilowatt hour per square meters,B,20220620008340,Not specified,Not specified,,Gas,,Yes,,,,,,,"€ 299,000299000 €",,No,Rue du Vieux-Mayeur 514000- Liège,http://www.waw.immo,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162175,"€159,000",159000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Li\\u00e8ge,4000,Rue du Vieux-Mayeur 51,null,null,null,null,50.62,5.57,To be defined,,,,,,Good,2,,,110m²square meters,10m²square meters,Installed,11m²square meters,3,11m²square meters,13m²square meters,,1,Yes,No,38m²square meters,,,,,,435kWh/m²kilowatt hour per square meters,F,20220205001765,Not specified,Not specified,,Gas,,Yes,,,,,,,"€ 159,000159000 €",,No,Rue du Vieux-Mayeur 514000- Liège,http://www.waw.immo,,,,,,,,,,Link to the virtual visit,,,,,10m²square meters,,,,,,,,,,,,,,,No,120m²square meters,Connected,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162086,"€299,000",299000€,Belgium,null,Walloon Brabant,Nivelles,Nivelles,1400,Rue Seutin 2,null,null,null,null,50.6,4.32,At delivery,,LA MALOGNE,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,Yes,,,Non flood zone,,,,No,Rue Seutin 21400- Nivelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146903,"€345,000",345000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,After signing the deed,September 15 2022 - 12:00 AM,,1941,,,Good,2,,Urban,119m²square meters,32m²square meters,USA installed,10m²square meters,4,14m²square meters,10m²square meters,1,1,,No,,No,No,Yes,,No,280kWh/m²kilowatt hour per square meters,C,20220512-0002601697-RES-1,6684 kg CO₂/m²,Not specified,,Gas,,Yes,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 345,000345000 €",€ 417417 €,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4964255,4.44 m,,,,,,,,,,1,,,14m²square meters,,,,,,,,,,Yes,15m²square meters,,,,,49m²square meters,,Yes,,,,,,,,,4.44 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146862,"€895,000",895000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Kraainem,1950,Wezembeeklaan,,,,,,,Omgeving Kraainem,,1961,To renovate,,,7 m,1,"Living area (residential, urban or rural)",200m²square meters,45m²square meters,Installed,7m²square meters,3,20m²square meters,16m²square meters,10m²square meters,1,10m²square meters,,,No,No,Yes,No,,274kWh/m²kilowatt hour per square meters,E,20220815­-0000618777-­01-­8,68 kg CO₂/m²,Not specified,Fuel oil,,Yes,,Non flood zone,,,,,"€ 895,000895000 €",,"€ 2,6272627 €",No,"Wezembeeklaan, 1201950- Kraainem",http://www.keystones.be,4964425,,3,1,,,,latitude,longitude,,,,2,,,1,,,,,,,,,,300m²square meters,,Yes,Yes,,,10 mmeters,No,200m²square meters,,,,,,,,12m²square meters,Connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,number,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158745,"€349,000",349000€,null,null,null,null,null,null,null,null,null,null,null,null,null,After signing the deed,,,1934,,,Good,2,1,,120m²square meters,,Installed,,2,,,1,2,Yes,,30m²square meters,No,No,Yes,No,No,263kWh/m²kilowatt hour per square meters,C,20220902-0002664037-RES-1,Not specified,Not specified,,Gas,No,No,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 349,000349000 €",€ 420420 €,No,,,,,1,,,,,,,,Yes,,No,,,No,,Yes,South,No,No,Yes,,,,,,No,No,No,340m²square meters,Connected,Yes,No,,South,,,,,250m²square meters,,,,,,No,No,No,No,Yes,No,All kind,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,,,,,,,
10158111,"€495,000",495000€,Belgium,null,Brussels,Brussels,Woluwe-St-Pierre,1150,Val des Seigneurs,,,,,,,Est de Bruxelles + VL,,1950,Good,,,2,Countryside,,110m²square meters,26m²square meters,USA installed,8m²square meters,3,14m²square meters,10m²square meters,16m²square meters,1,Yes,Yes,97m²square meters,307kWh/m²kilowatt hour per square meters,,,,,,F,Not specified,61 kg CO₂/m²,Not specified,Gas,,"€ 495,000495000 €",,,,,,,,,"€ 1,0531053 €",No,"Val des Seigneurs, 9a1150- Woluwe-St-Pierre",http://www.sorimo.be,4969798,,,,,,,latitude,,,,,,,,1,,,,,,,,,,No,,,,,,25m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,number,longitude,Depending on the tenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159324,Make,595000€,Belgium,null,Walloon Brabant,Nivelles,Rixensart,1330,Avenue Fond Jean Rosy 17A,null,null,null,null,50.71,4.51,To be defined,April 30 2023 - 12:00 AM,Brabant Wallon,1880,,,As new,3,1,Isolated,180m²square meters,48m²square meters,Hyper equipped,13m²square meters,3,25m²square meters,13m²square meters,1,2,,No,14m²square meters,No,No,Yes,,Yes,235kWh/m²kilowatt hour per square meters,C,20210709005960,40 kg CO₂/m²,36393 kWh/year,,Gas,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 595,000Make an offer starting from595000 €",,No,Avenue Fond Jean Rosy 17A1330- Rixensart,http://www.weinvest.be,4905198,15 m,,,,,,,,,,1,,,13m²square meters,,,,,,,,,,,,13m²square meters,Yes,,,564m²square meters,Connected,Yes,,,,,,,,,11.3 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159343,"€645,000",645000€,Belgium,null,Hainaut,Soignies,Lessines,7860,Porte d'Ogy 78,null,null,null,null,50.71,3.83,,,,1979,,,Good,4,,,260m²square meters,,Installed,26m²square meters,4,20m²square meters,20m²square meters,2,2,,No,,,,,,,282kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Fuel oil,,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 645,000645000 €","€ 1,3871387 €",No,Porte d'Ogy 787860- Lessines,http://www.immobeguin.be,20787 - VK 3887,,2,,,,,,,,,1,,,16m²square meters,,,,,,,,,Yes,,15m²square meters,,,,,2901m²square meters,,,,Yes,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159340,"€645,000",645000€,Belgium,null,Hainaut,Soignies,Lessines,7860,Porte d'Ogy 78,null,null,null,null,50.71,3.83,,,,1979,,,Good,4,,,260m²square meters,,Installed,26m²square meters,4,20m²square meters,20m²square meters,2,2,,No,,,,,,,282kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Fuel oil,,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 645,000645000 €","€ 1,3871387 €",No,Porte d'Ogy 787860- Lessines,http://www.immobeguin.be,20786 - VK 3887,,2,,,,,,,,,1,,,16m²square meters,,,,,,,,,Yes,,15m²square meters,,,,,2901m²square meters,,,,Yes,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157542,"€675,000",675000€,Belgium,null,Brussels,Brussels,Woluwe-St-Pierre,1150,Val des Seigneurs,,,,,,,October 31 2022 - 12:00 AM,Est de Bruxelles + VL,1965,Good,,,3,1,Countryside,155m²square meters,40m²square meters,Semi equipped,4,,14m²square meters,14m²square meters,14m²square meters,2,9m²square meters,,243m²square meters,,,,,,,F,Not specified,63 kg CO₂/m²,Not specified,Gas,,Yes,,195m²square meters,,,,,,,"€ 2,5632563 €",No,"Val des Seigneurs, 9a1150- Woluwe-St-Pierre",http://www.sorimo.be,4958814,,,1,,,,latitude,,,,,,,,8m²square meters,,,,,,,,"€ 675,000675000 €",,No,1,Yes,Yes,,,No,,100m²square meters,,,,,,,,315kWh/m²kilowatt hour per square meters,,,,,,,,,,,,,,,,,,,,,,,,,,number,longitude,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158359,"€750,000",750000€,Belgium,null,Brussels,Brussels,Ixelles,1050,Rue de Tenbosch   85\\/117,null,null,null,null,50.82,4.36,,,Diamant,1930,,,To be done up,2,1,Urban,270m²square meters,46m²square meters,,16m²square meters,6,30m²square meters,23m²square meters,4,4,Yes,No,20m²square meters,,,,,,560kWh/m²kilowatt hour per square meters,G,Not specified,111 kg CO₂/m²,Not specified,No,Gas,,Yes,,,,,,,"€ 750,000750000 €","€ 1,9881988 €",No,Rue de Tenbosch85/1171050- Ixelles,,2273 - 2298,6 m,1,,,,,,,,,,,,16m²square meters,,,,,,,,,,,15m²square meters,,,,,282m²square meters,,Yes,,,East,,,,,110m²square meters,6 mmeters,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13m²square meters,,,,,,,,,,,
10157751,"€770,000",770000€,Belgium,null,East Flanders,Oudenaarde,Ronse ,9600,Stationstraat 30,null,null,null,null,50.74,3.6,To be defined,January 16 2023 - 12:00 AM,Vlaamse Ardennen,1962,,,Good,3,6,Urban,525m²square meters,,Installed,,4,15m²square meters,15m²square meters,2,4,,No,38m²square meters,No,No,Yes,,No,177kWh/m²kilowatt hour per square meters,B,20220906-0002666490,6854 kg CO₂/m²,Not specified,,Gas,,,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 770,000770000 €",,No,Stationstraat 309600- Ronse,,4894847,18 m,1,,,,,,,,,1,,,15m²square meters,,,,,,,,375m²square meters,,,15m²square meters,35m²square meters,Yes,,,735m²square meters,Connected,Yes,,,,,,,,,23 mmeters,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157561,"€1,950,000",1950000€,Belgium,null,Brussels,Brussels,Bruxelles,1150,Avenue de Tervueren 446,null,null,null,null,50.82,4.45,After signing the deed,,Périphérie (- de 20 Km autour de Bruxelles),1971,,,Good,4,4,Isolated,520m²square meters,65m²square meters,USA hyper equipped,18m²square meters,5,37m²square meters,33m²square meters,3,4,,No,,No,,,,Yes,214kWh/m²kilowatt hour per square meters,C,20141029-000169118-00000001-3,Not specified,Not specified,,Gas,,Yes,,,,,,,"€ 1,950,0001950000 €","€ 5,3255325 €",No,Avenue de Tervueren 4461150- Bruxelles,http://www.jj-properties.be,4956906,,3,30m²square meters,,,,,,Link to the virtual visit,Yes,,,,21m²square meters,Yes,,,,,,,,Yes,,16m²square meters,,Yes,Yes,,4000m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17m²square meters,,,,,,,,,,,
9919729,"€790,000","€850,000",Belgium,null,Walloon Brabant,Nivelles,Tubize,1480,Chauss\\u00e9e de Mons,,,,,,,1960,,,As new,,,13 m,3,"Living area (residential, urban or rural)",Link to the virtual visit,46m²square meters,1,14m²square meters,5,20m²square meters,17m²square meters,15m²square meters,1,18m²square meters,,Yes,Yes,,,,,,C,20220517-0002605235-RES-1,Not specified,Not specified,No,Gas,Yes,,Non flood zone,,,,,"€ 790,000790000 €",,"€ 4,0254025 €",No,"Chaussée de Mons, 3031480- Tubize",http://www.bestpartner.be,10737 - 2,,4,2,No,,,latitude,,,201m²square meters,,3,,,11m²square meters,216kWh/m²kilowatt hour per square meters,,,,,,,,,,10m²square meters,,,Yes,,20 mmeters,,256m²square meters,,,15m²square meters,,,,,West,Yes,,,,,,,,,,,,,Hyper equipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,number,longitude,After signing the deed,1,,,,,,,,,,,
9935270,"€570,000","€590,000",null,null,null,null,null,null,null,null,null,null,null,null,null,After signing the deed,,,1989,,,As new,4,2,Landscape,404m²square meters,55m²square meters,Hyper equipped,16m²square meters,4,12m²square meters,16m²square meters,2,2,,No,52m²square meters,No,No,Yes,No,No,262kWh/m²kilowatt hour per square meters,C,20180828-0002085595-1,92885 kg CO₂/m²,Not specified,,Fuel oil,Yes,Yes,,,,,Non flood zone,,"€ 570,000570000 €","€ 1,7001700 €",No,,,,12 m,2,148m²square meters,,,,,,,Yes,,No,,27m²square meters,No,,Yes,,No,No,,,,,,,Yes,Yes,No,1000m²square meters,Connected,No,No,,,"Yes, conform",,,,1000m²square meters,20 mmeters,,,,,Yes,No,No,No,Yes,Yes,All kind,,,,,,,36m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,,,,,,,
10154574,Make,219000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Ans,4430,Rue de l'Yser 425,null,null,null,null,50.66,5.51,After signing the deed,August 9 2022 - 12:00 AM,,1918,,,To be done up,2,,Urban,180m²square meters,15m²square meters,Installed,17m²square meters,3,23m²square meters,13m²square meters,2,2,,No,,No,No,,,No,356kWh/m²kilowatt hour per square meters,E,20220805002358,90 kg CO₂/m²,64133 kWh/year,,Fuel oil,,,,No,,,,"Living area (residential, urban or rural)","Make an offer starting from€ 219,000Make an offer starting from219000 €",€ 718718 €,Yes,Rue de l'Yser 4254430- Ans,http://www.labelimmo.be,4968264,,,19m²square meters,,,,,,,Yes,,Yes,,22m²square meters,,,,,,,,,,,,,,,,249m²square meters,Connected,No,,,,,,,,100m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154573,Make,219000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Ans,4430,Rue de l'Yser 425,null,null,null,null,50.66,5.51,After signing the deed,August 9 2022 - 12:00 AM,,1918,,,To be done up,2,,Urban,180m²square meters,15m²square meters,Installed,17m²square meters,3,23m²square meters,13m²square meters,2,2,,No,,No,No,,,No,356kWh/m²kilowatt hour per square meters,E,20220805002358,90 kg CO₂/m²,64133 kWh/year,,Fuel oil,,,,No,,,,"Living area (residential, urban or rural)","Make an offer starting from€ 219,000Make an offer starting from219000 €",€ 718718 €,No,Rue de l'Yser 4254430- Ans,http://www.labelimmo.be,4968242,,,19m²square meters,,,,,,,Yes,,Yes,,22m²square meters,,,,,,,,,,,,,,,,249m²square meters,Connected,No,,,,,,,,100m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154806,"€245,000",245000€,Belgium,null,East Flanders,Oudenaarde,Ronse ,9600,Stationstraat 30,null,null,null,null,50.74,3.6,After signing the deed,December 31 2022 - 12:00 AM,Vlaamse Ardennen,1961,,,To be done up,2,2,"Living area (residential, urban or rural)",137m²square meters,27m²square meters,Installed,,3,13m²square meters,11m²square meters,1,2,Yes,No,,No,No,Yes,,No,319kWh/m²kilowatt hour per square meters,D,20221005-0002689861-RES-1,7262 kg CO₂/m²,Not specified,No,Gas,,,,,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 245,000245000 €",€ 359359 €,No,Stationstraat 309600- Ronse,,4960866,,,,,,,,,,Yes,,,,8m²square meters,,,,,,,,88m²square meters,Yes,Yes,,,,,,176m²square meters,Connected,Yes,,,,,,,,40m²square meters,6.8 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
