Immoweb code,Price_1,Price_2,country,region,province,district,locality,postalCode,street,number,box,propertyName,floor,latitude,longitude,Available as of,Available date,Neighbourhood or locality,Construction year,Floor,Number of floors,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Toilets,Basement,Furnished,Terrace surface,Elevator,Accessible for disabled people,TV cable,Visio phone,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Thermic solar panels,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Street frontage width,Covered parking spaces,Basement surface,Monthly charges, 212,null,50.85,4.42,Virtual visit,Dining room,Shower rooms,Intercom,Agent's name,Bedroom 3 surface,Armored door,Property name,Laundry room,Terrace orientation,Caretaker,Common water heater,Living room,Total ground floor buildable,Terrace,Attic,Bedroom 4 surface,Office surface,Office,Secure access / alarm,E-level (overall energy performance),Heat pump,Photovoltaic solar panels,Surface of the plot,Width of the lot on the street,"Gas, water & electricity",Garden surface,Garden orientation,Conformity certification for fuel tanks,Dressing room,Professional space,Connection to sewer network,Jacuzzi,Sauna,Type of building,How many fireplaces?,Garden, 1,50.52,5.24,Air conditioning,Internet,Obligation to build,Number of annexes, 95,4.41,Professional space surface,Attic surface, 202,50.9,3.4, 131,51.35,3.28, 9a,50.84,4.46,Extra information, 8,51.23,4.4, 120,4.47, 72 \\/ 0002,51.22,3.22,Venue of the sale,Single session,Terms of visit,Starting price,Isolated,Bedroom 5 surface, 69,50.46,3.96, 37, 5,50.61,3.39,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant, 303,50.68,4.19, 15,50.8,5.34, 30,51.21,4.25, 9,50.81,4.43, 273,50.67,5.25,,50.72,4.51, 92,50.73, 2, 390 bus 001,51.04,3.71, 21, 518,50.79,4.49, 40,50.83,4.45, 22,3.12, 3 ,Sea view, 38,50.63,5.56, 24,50.93,4.37, ,50.82,50.74,3.6, 16,49.68,5.81,EPC description, 27,4.58, 11,4.35,Land is facing street,Wooded land,Plot at rear,Flat land,Current monthly revenue, 3,4.95,Maximum duration of annuity, Place Sabatier,50.41,4.38,26,50.7,5.65,4.04,Age of annuitants, 171,49.85,5.45, Chauss\\u00e9e de Lille,50.6,3.37, 10A,50.77,4.34, 21C,50.92,4.64, 277,4.39, 238, 37-39, 33,51.27,3.03, 690,108 b21,50.86,4.31
10157660,"€369,000",369000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,After signing the deed,October 3 2022 - 12:00 AM,,2007,3,4,Good,2,,Urban,98m²square meters,38m²square meters,USA hyper equipped,7m²square meters,2,13m²square meters,10m²square meters,1,2,,No,10m²square meters,No,No,Yes,,No,127kWh/m²kilowatt hour per square meters,B,20220616-0002623010-RES-1,2505 kg CO₂/m²,Not specified,,Gas,,Yes,,,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 369,000369000 €",€ 781781 €,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4968527,8 m,,,,,,,,,,,Yes,,,,,,,,,,84m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158422,"€427,125",427125€,Belgium,null,Walloon Brabant,Nivelles,Waterloo,1410,Chauss\\u00e9e Bara 339,null,null,null,null,50.71,4.39,Immediately,December 31 2022 - 12:00 AM,,,,,,,1,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,,,No,Chaussée Bara 3391410- Waterloo,http://www.immodussart.be,4970158,,1,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157528,Make,645000€,Belgium,null,Brussels,Brussels,Uccle,1180,Chauss\\u00e9e de Waterloo 1382,null,null,null,null,50.79,4.38,After signing the deed,October 3 2022 - 12:00 AM,Projets Bruxelles Sud,,,,,,,,,,,,,,,,,,,,,,,,,113kWh/m²kilowatt hour per square meters,C,c,Not specified,Not specified,,,,,,,,,Non flood zone,,,,No,Chaussée de Waterloo 13821180- Uccle,,4933023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158470,"€447,175",447175€,Belgium,null,Walloon Brabant,Nivelles,Waterloo,1410,Chauss\\u00e9e Bara 339,null,null,null,null,50.71,4.39,Immediately,December 31 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,Non flood zone,,,,No,Chaussée Bara 3391410- Waterloo,http://www.immodussart.be,4970177,,1,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157565,"€595,000",595000€,Belgium,null,Brussels,Brussels,Bruxelles,1150,Avenue de Tervueren 446,null,null,null,null,50.82,4.45,After signing the deed,,Bruxelles Est + Sud/Est,1964,6,7,To renovate,2,,Urban,175m²square meters,52m²square meters,Hyper equipped,13m²square meters,4,28m²square meters,12m²square meters,2,2,Yes,No,50m²square meters,Yes,,,Yes,,453kWh/m²kilowatt hour per square meters,G,20220811-0000618665-01-4,91 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,,"Living area (residential, urban or rural)","€ 595,000595000 €","€ 3,3143314 €",No,Avenue de Tervueren 4461150- Bruxelles,http://www.jj-properties.be,4969237,,,,,,,,,Link to the virtual visit,,,Yes,,12m²square meters,Yes,,,,,,,,,,11m²square meters,11m²square meters,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157563,"€595,000",595000€,Belgium,null,Brussels,Brussels,Bruxelles,1150,Avenue de Tervueren 446,null,null,null,null,50.82,4.45,After signing the deed,,Bruxelles Est + Sud/Est,1964,6,7,To renovate,2,,Urban,175m²square meters,52m²square meters,Hyper equipped,13m²square meters,4,28m²square meters,12m²square meters,2,2,Yes,No,50m²square meters,Yes,,,Yes,,453kWh/m²kilowatt hour per square meters,G,20220811-0000618665-01-4,91 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,,"Living area (residential, urban or rural)","€ 595,000595000 €","€ 3,3143314 €",No,Avenue de Tervueren 4461150- Bruxelles,http://www.jj-properties.be,4968737,,,,,,,,,Link to the virtual visit,,,Yes,,12m²square meters,Yes,,,,,,,,,,11m²square meters,11m²square meters,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162732,"€295,000",295000€,Belgium,null,West Flanders,Brugge,Zeebrugge,8380,Vismynstraat 13,null,null,null,null,51.33,3.2,,,,,2,,Good,,,,62m²square meters,,,,2,,,1,1,Yes,No,,Yes,,,,,204kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Electric,,Yes,Yes,No,No,No,Non flood zone,,"€ 295,000295000 €",€ 910910 €,No,Vismynstraat 138380- Zeebrugge,,,,1,,,,,,,,,,,,,,,,,No,,,,,,,,,No,204,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162728,"€210,000",210000€,Belgium,null,Antwerp,Antwerp,Edegem,2650,Strijdersstraat 8,null,null,null,null,51.16,4.44,After signing the deed,,,1972,9,17,Good,2,,,91m²square meters,33m²square meters,Semi equipped,9m²square meters,2,14m²square meters,14m²square meters,1,1,,No,17m²square meters,Yes,,,,,153kWh/m²kilowatt hour per square meters,B,20220728-0002646943-RES-1,Not specified,Not specified,No,Gas,,Yes,,Yes,No,,Non flood zone,,"€ 210,000210000 €",€ 840840 €,No,Strijdersstraat 82650- Edegem,http://www.immovivo.be,2239 - 22-20079,,,,€ 232232 €,,,,,,,,,,,Yes,Memling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162727,"€335,000",335000€,Belgium,null,Antwerp,Antwerp,Edegem,2650,Strijdersstraat 8,null,null,null,null,51.16,4.44,After signing the deed,,,,,,,2,,,160m²square meters,55m²square meters,Installed,30m²square meters,3,19m²square meters,19m²square meters,1,1,Yes,No,22m²square meters,,,,,,358kWh/m²kilowatt hour per square meters,D,20220824-0002661073-RES-1,Not specified,Not specified,No,Gas,,Yes,,,,,,,"€ 335,000335000 €",,No,Strijdersstraat 82650- Edegem,http://www.immovivo.be,2240 - 22-20080,5 m,,,,,,,,,,,,,12m²square meters,,,,,,,,,,,,,,,,,,101m²square meters,5 mmeters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162726,"€299,000",299000€,Belgium,null,Antwerp,Antwerp,Edegem,2650,Strijdersstraat 8,null,null,null,null,51.16,4.44,Immediately,,Drie eiken,,,,To renovate,2,,,163m²square meters,30m²square meters,Semi equipped,10m²square meters,4,38m²square meters,12m²square meters,1,1,,No,35m²square meters,,,,,,669kWh/m²kilowatt hour per square meters,F,20220719-0002643051-RES-1,Not specified,Not specified,No,Fuel oil,,Yes,,,,,Non flood zone,,"€ 299,000299000 €",€ 659659 €,No,Strijdersstraat 82650- Edegem,http://www.immovivo.be,2241 - 22-20077,5 m,,20m²square meters,,,,,,,,,,,12m²square meters,,,,,,,,,,,8m²square meters,,,,,,,290m²square meters,5 mmeters,Yes,200m²square meters,North East,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162722,"€549,000",549000€,Belgium,null,West Flanders,Tielt,Tielt,8700,Markt 32,null,null,null,null,51,3.33,To be defined,,,,2,,As new,,1,,271m²square meters,,Hyper equipped,,3,,,,2,,No,,Yes,,,,No,85.04kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,No,Gas,,Yes,Yes,,No,No,Non flood zone,,"€ 549,000549000 €",,No,Markt 328700- Tielt,,,,1,,,,,,,,,,,,,,,,South,No,,,,Yes,,,,,No,60,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162721,"€339,000",339000€,Belgium,null,Antwerp,Antwerp,Brasschaat,2930,Kapelsesteenweg 348,null,null,null,null,51.29,4.44,To be defined,,,,,,As new,,,,100m²square meters,35m²square meters,Hyper equipped,9m²square meters,2,13m²square meters,10m²square meters,,1,,No,,,,,,,136.95kWh/m²kilowatt hour per square meters,B,11002-G-2011_47413/EP06487/A001/D01/SD002,Not specified,Not specified,,Gas,,Yes,Yes,No,,No,Non flood zone,"Living area (residential, urban or rural)","€ 339,000339000 €",,No,Kapelsesteenweg 3482930- Brasschaat,,,,,,,,,,,,,,,,,,,,South East,,,,,Yes,,,,,,70,No,,,,,227m²square meters,South East,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162719,"€475,000",475000€,Belgium,null,Namur,Namur,Namur ,5000,Rue de Marchovelette 17,null,null,null,null,50.48,4.89,,,,1918,,,,2,,,260m²square meters,21m²square meters,,34m²square meters,4,,,3,,,No,37m²square meters,No,No,Yes,,No,216kWh/m²kilowatt hour per square meters,C,20160930019490,Not specified,16096 kWh/year,,Gas,No,Yes,,No,No,No,Non flood zone,Another type of area,"€ 475,000475000 €",,Yes,Rue de Marchovelette 175000- Namur,http://WWW.ERA.BE/LACLE,,13 m,,,,,,,,,,,,,,No,,,,,No,,,,,,22m²square meters,Yes,No,216,No,No,1530m²square meters,13 mmeters,Yes,,,,,Yes,Connected,No,No,Apartment building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114017,"€475,000","€495,000",Belgium,null,East Flanders,Dendermonde,Dendermonde,9200,Zuidlaan 2,null,null,null,null,51.03,4.1,After signing the deed,,,1986,,,Good,4,4,,260m²square meters,50m²square meters,Installed,,4,,,1,2,,No,,,,,,,529kWh/m²kilowatt hour per square meters,F,265017-RES-2,Not specified,Not specified,No,Electric,,Yes,,,,,,,"€ 475,000475000 €","€ 1,1131113 €",No,Zuidlaan 29200- Dendermonde,http://www.immotwins.be,15801 - 114121390,16 m,2,,,,,,,,,1,,,,,,,,,,,,Yes,,,,,Yes,,,,783m²square meters,23 mmeters,Yes,,North West,,,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157831,"€1,700,000",1700000€,Belgium,null,Brussels,Brussels,Ixelles,1050,Avenue Louis Lepoutre 112,null,null,null,null,50.82,4.36,At delivery,June 1 2021 - 12:00 AM,,,,,,,1,,,,,,,,,,,,,,,,,,,65kWh/m²kilowatt hour per square meters,B,Not specified,65 kg CO₂/m²,Not specified,,,,,Yes,Yes,No,,Non flood zone,,,,No,Avenue Louis Lepoutre 1121050- Ixelles,http://www.lecobel-vaneau.be,4707179,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157787,"€1,700,000",1700000€,Belgium,null,Brussels,Brussels,Ixelles,1050,Avenue Louis Lepoutre 112,null,null,null,null,50.82,4.36,At delivery,June 1 2021 - 12:00 AM,Bruxelles Sud,,,,,,1,,,,,,,,,,,,,,,,,,,65kWh/m²kilowatt hour per square meters,B,Not specified,60 kg CO₂/m²,Not specified,,,,,Yes,Yes,No,,Non flood zone,,,,No,Avenue Louis Lepoutre 1121050- Ixelles,http://www.lecobel-vaneau.be,4516176,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156769,"€105,000",105000€,Belgium,null,East Flanders,Oudenaarde,Ronse,9600,Abeelstraat 9A,null,null,null,null,50.75,3.6,After signing the deed,,,1971,4,,To renovate,2,,,85m²square meters,,Semi equipped,,2,,,1,1,,No,3m²square meters,Yes,,,,,291kWh/m²kilowatt hour per square meters,D,20220622011057,Not specified,Not specified,No,Gas,,,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 105,000105000 €",€ 875875 €,No,Abeelstraat 9A9600- Ronse,http://www.century21.be/adviesinvastgoed-ronse,14722 - 291957,,,,,,,,,,,,,,,,Marie-Thérése,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155618,"€137,500",137500€,Belgium,null,Flemish Brabant,Leuven,Leuven,3000,Vismarkt 10 c,null,null,null,null,50.88,4.7,,,,2004,4,4,Good,4,,,28m²square meters,,Installed,,1,7m²square meters,,1,1,,No,2m²square meters,Yes,,,Yes,,527kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,No,Electric,,Yes,Yes,,,,Non flood zone,,"€ 137,500137500 €",€ 705705 €,No,Vismarkt 10 c3000- Leuven,http://www.immo-time.be,3379 - 2991734,,,,,,,,,,,,,,,,Josephine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156202,"€169,500",169500€,Belgium,null,Li\\u00e8ge,Huy,Huy,4500,Rue des Brasseurs (Grand' Place),,,,,,,Résidence Beauséjour,,,3,5,Good,4,1,,,30m²square meters,Semi equipped,2,,1,,,1,Yes,No,8m²square meters,Yes,Yes,,244kWh/m²kilowatt hour per square meters,,,C,20210305022237,45 kg CO₂/m²,19863 kWh/year,No,19863,"Living area (residential, urban or rural)",,,,,,,,"€ 169,500169500 €",€ 790790 €,No,"Rue des Brasseurs (Grand' Place), 14500- Huy",http://www.trevirasquain.be,16146 - 111113879,,,80m²square meters,,,,latitude,,,,,,,,,,1969,,,,,,,,,,,,,Gas,,,,,,,,,,,,,,,,,number,longitude,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155476,"€170,000",170000€,Belgium,null,Li\\u00e8ge,Huy,Huy,4500,Rue des Brasseurs (Grand' Place),,,,,,,,,,1,2,Good,2,Urban,,80m²square meters,Installed,,2,,16m²square meters,15m²square meters,1,1,Yes,No,Yes,,188kWh/m²kilowatt hour per square meters,,,,,C,20161207020341,Not specified,19411 kWh/year,No,19411,Yes,,"€ 170,000170000 €",,,,,,,€ 887887 €,No,"Rue des Brasseurs (Grand' Place), 14500- Huy",http://www.trevirasquain.be,16114 - 111114765,,,,,,,latitude,,,,,,,,,,2000,,,,,,,,,,,,,Gas,,,,,,,,,,,,,,,,,number,longitude,Résidence Harmonie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154803,"€210,000",210000€,Belgium,null,Li\\u00e8ge,Waremme,Braives,4260,Chauss\\u00e9e de Tirlemont 15\\/1,null,null,null,null,50.64,5.16,To be defined,,Hesbaye,2006,2,2,As new,3,,Urban,110m²square meters,45m²square meters,USA installed,13m²square meters,2,13m²square meters,16m²square meters,1,1,,No,,No,No,,,No,162kWh/m²kilowatt hour per square meters,B,20220920002534,30 kg CO₂/m²,20808 kWh/year,,Gas,,,,No,,,,"Living area (residential, urban or rural)","€ 210,000210000 €",€ 993993 €,No,Chaussée de Tirlemont 15/14260- Braives,http://www.immodemarneffe.be,4967647,,1,6m²square meters,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,450m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155629,"€235,000",235000€,Belgium,null,Flemish Brabant,Leuven,Leuven,3000,Vismarkt 10 c,null,null,null,null,50.88,4.7,,,,2009,5,6,Good,2,,,55m²square meters,28m²square meters,USA hyper equipped,,1,9m²square meters,,1,1,Yes,Yes,3m²square meters,Yes,,,Yes,,220kWh/m²kilowatt hour per square meters,E,Not specified,35 kg CO₂/m²,Not specified,No,Electric,,Yes,Yes,,,,Recognized flood zone,,"€ 235,000235000 €",€ 806806 €,No,Vismarkt 10 c3000- Leuven,http://www.immo-time.be,3378 - 2991531,,1,,,,,,,,,,,,,,Pelikaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156573,"€255,000",325000€,Belgium,null,West Flanders,Oostend,Middelkerke,8430,Zeedijk 127-128,null,null,null,null,51.19,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,,,No,Zeedijk 127-1288430- Middelkerke,http://www.sissau.be,4609 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155621,"€265,000",265000€,Belgium,null,Flemish Brabant,Leuven,Leuven,3000,Vismarkt 10 c,null,null,null,null,50.88,4.7,After signing the deed,,,2014,5,7,Good,2,,,67m²square meters,27m²square meters,USA hyper equipped,4m²square meters,2,13m²square meters,8m²square meters,2,2,,Yes,10m²square meters,Yes,,,Yes,,229kWh/m²kilowatt hour per square meters,E,20131212-000198398-01,36 kg CO₂/m²,Not specified,No,Electric,,Yes,Yes,,,,Non flood zone,,"€ 265,000265000 €",€ 703703 €,No,Vismarkt 10 c3000- Leuven,http://www.immo-time.be,3383 - 2991533,7 m,,,,,,,,,,,,,,,Brussels Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156246,"€279,000",299000€,Belgium,null,Antwerp,Turnhout,HERENTALS,2200,Grote Markt 10,null,null,null,null,51.18,4.84,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,No,No,No,,,,,No,Grote Markt 102200- HERENTALS,http://www.heylenvastgoed.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155633,"€319,000",319000€,Belgium,null,Flemish Brabant,Leuven,Leuven,3000,Vismarkt 10 c,null,null,null,null,50.88,4.7,,,,2001,1,4,Good,2,,,74m²square meters,37m²square meters,USA hyper equipped,7m²square meters,2,11m²square meters,7m²square meters,1,1,,Yes,3m²square meters,Yes,,,,,232kWh/m²kilowatt hour per square meters,E,20151223-0000318734-01-5,37 kg CO₂/m²,Not specified,No,Electric,,Yes,Yes,,,,Non flood zone,,"€ 319,000319000 €","€ 1,2801280 €",No,Vismarkt 10 c3000- Leuven,http://www.immo-time.be,3382 - 2991593,,,,,,,,,,,,,,,,Parc Du Souverrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154548,"€320,000",320000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Li\\u00e8ge,4000,Rue Bonne Fortune 9,null,null,null,null,50.64,5.57,After signing the deed,October 6 2022 - 12:00 AM,,1918,3,4,As new,2,,Urban,80m²square meters,,Installed,,2,,,1,1,Yes,No,,Yes,No,,,No,126kWh/m²kilowatt hour per square meters,B,20210311025098,24 kg CO₂/m²,11196 kWh/year,,Gas,,Yes,,,,,,,"€ 320,000320000 €",€ 650650 €,No,Rue Bonne Fortune 94000- Liège,https://www.engelvoelkers.com/fr-be/liege/,4968234,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
